Manufacturer,Model,Engine size,Fuel type,Year of manufacture,Mileage,Price,Average_Price,Average_Mileage,Number_of_Cars,Standardized_Price
Toyota,Yaris,1.0,Hybrid,2013,15101,18799,14341.099418465705,111368.92232932367,12553,0.302716175769801
VW,Passat,1.6,Diesel,1991,220260,1354,10361.781497383605,113511.21642291694,14906,-0.7598599018988095
Toyota,RAV4,2.0,Hybrid,2008,101466,16751,14341.099418465705,111368.92232932367,12553,0.17797236338428568
Toyota,RAV4,2.2,Hybrid,2016,60325,39801,14341.099418465705,111368.92232932367,12553,1.5819493533677464
VW,Passat,1.8,Diesel,2015,67076,24191,10361.781497383605,113511.21642291694,14906,0.6311432443160405
Toyota,Yaris,1.4,Petrol,2005,82394,7172,14341.099418465705,111368.92232932367,12553,-0.4054851458153486
VW,Passat,1.8,Diesel,1985,235333,839,10361.781497383605,113511.21642291694,14906,-0.7912285851891124
Porsche,911,2.6,Petrol,1998,113026,14465,29103.764660789573,111638.253737064,2609,0.038731955614125554
Ford,Mondeo,1.8,Diesel,1997,158580,3464,10671.473455469377,112525.01002941963,14956,-0.6313396655055296
Toyota,Prius,1.8,Hybrid,2015,68606,27139,14341.099418465705,111368.92232932367,12553,0.8107061148787842
Toyota,RAV4,2.0,Hybrid,2006,59922,19534,14341.099418465705,111368.92232932367,12553,0.3474850732812042
Toyota,RAV4,2.4,Hybrid,1995,183529,3989,14341.099418465705,111368.92232932367,12553,-0.599361881568813
BMW,M5,5.0,Petrol,2016,51362,86334,24431.679089444,112858.0471394037,4964,4.416277391324378
BMW,Z4,2.4,Petrol,1989,225565,1389,24431.679089444,112858.0471394037,4964,-0.7577280496363618
BMW,M5,4.0,Petrol,2012,5576,76796,24431.679089444,112858.0471394037,4964,3.8353171947750404
VW,Passat,2.0,Petrol,2014,53958,24731,10361.781497383605,113511.21642291694,14906,0.6640346792223775
Toyota,Prius,1.8,Hybrid,2003,124222,8158,14341.099418465705,111368.92232932367,12553,-0.34542782207896283
Toyota,RAV4,2.0,Hybrid,2003,118524,10561,14341.099418465705,111368.92232932367,12553,-0.19906093674576297
VW,Golf,1.2,Diesel,1999,188486,2125,10361.781497383605,113511.21642291694,14906,-0.7128982420603172
Toyota,RAV4,2.2,Hybrid,2006,119603,13417,14341.099418465705,111368.92232932367,12553,-0.025101792130024853
VW,Polo,1.2,Petrol,2007,77058,6977,10361.781497383605,113511.21642291694,14906,-0.4173626084204147
VW,Passat,2.0,Diesel,2013,69044,22027,10361.781497383605,113511.21642291694,14906,0.49933386443212685
Ford,Mondeo,1.6,Diesel,2003,112468,7028,10671.473455469377,112525.01002941963,14956,-0.41425619512370515
Ford,Fiesta,1.2,Hybrid,1993,206355,1142,10671.473455469377,112525.01002941963,14956,-0.7727728356027789
Ford,Focus,1.6,Diesel,2007,106383,9693,10671.473455469377,112525.01002941963,14956,-0.2519308728544677
VW,Golf,1.4,Diesel,2013,32958,18525,10361.781497383605,113511.21642291694,14906,0.286026818058067
Ford,Focus,1.4,Petrol,1998,250671,1392,10671.473455469377,112525.01002941963,14956,-0.7575453194424376
VW,Golf,1.8,Petrol,2007,98480,8717,10361.781497383605,113511.21642291694,14906,-0.31137909594443985
VW,Golf,2.0,Petrol,2017,45927,25479,10361.781497383605,113511.21642291694,14906,0.7095954075741184
VW,Passat,1.4,Diesel,2005,140092,6399,10361.781497383605,113511.21642291694,14906,-0.4525686257831237
Toyota,Yaris,1.4,Hybrid,1999,149141,3475,14341.099418465705,111368.92232932367,12553,-0.6306696547944746
BMW,Z4,2.0,Petrol,2009,94687,14179,24431.679089444,112858.0471394037,4964,0.021311677126695194
Ford,Focus,1.4,Diesel,2018,39481,29618,10671.473455469377,112525.01002941963,14956,0.9617021651247277
Ford,Focus,1.4,Diesel,2019,27765,33899,10671.473455469377,112525.01002941963,14956,1.2224581518544109
Ford,Fiesta,1.2,Petrol,2017,25998,18222,10671.473455469377,112525.01002941963,14956,0.26757106847173345
Toyota,Prius,1.0,Hybrid,1995,125867,3521,14341.099418465705,111368.92232932367,12553,-0.6278677918209719
Porsche,911,3.5,Petrol,1997,200640,7623,29103.764660789573,111638.253737064,2609,-0.378014706662093
Ford,Mondeo,1.6,Diesel,2010,68284,15345,10671.473455469377,112525.01002941963,14956,0.09233281249852665
Ford,Fiesta,1.2,Petrol,2017,34134,17390,10671.473455469377,112525.01002941963,14956,0.21689389469011786
VW,Passat,1.6,Diesel,2016,34688,29843,10361.781497383605,113511.21642291694,14906,0.9754069296690349
VW,Golf,2.0,Petrol,2012,66513,16013,10361.781497383605,113511.21642291694,14906,0.1330207356789584
VW,Golf,1.4,Petrol,2003,119583,5028,10361.781497383605,113511.21642291694,14906,-0.5360763244064349
Toyota,Yaris,1.0,Petrol,2013,55051,12393,14341.099418465705,111368.92232932367,12553,-0.0874736983227825
VW,Golf,1.2,Petrol,1992,155829,1674,10361.781497383605,113511.21642291694,14906,-0.7403686812135728
Ford,Mondeo,2.0,Diesel,2010,87298,15061,10671.473455469377,112525.01002941963,14956,0.07503435414037903
Toyota,Yaris,1.2,Hybrid,1989,282470,503,14341.099418465705,111368.92232932367,12553,-0.8116943669086111
Toyota,Prius,1.8,Hybrid,2018,45163,38499,14341.099418465705,111368.92232932367,12553,1.5026444492046893
Toyota,RAV4,2.0,Petrol,2004,51352,15044,14341.099418465705,111368.92232932367,12553,0.07399888304147582
Ford,Mondeo,2.0,Diesel,2007,104094,10922,10671.473455469377,112525.01002941963,14956,-0.17707240341023026
Toyota,Prius,1.8,Hybrid,2009,72532,17720,14341.099418465705,111368.92232932367,12553,0.23699421602176826
Ford,Focus,2.0,Petrol,1996,111995,4753,10671.473455469377,112525.01002941963,14956,-0.5528265921828103
Ford,Fiesta,1.4,Petrol,2017,47137,17373,10671.473455469377,112525.01002941963,14956,0.21585842359121465
VW,Golf,1.6,Hybrid,2011,59669,16813,10361.781497383605,113511.21642291694,14906,0.1817487873920503
Toyota,Prius,1.0,Hybrid,1992,127125,2855,14341.099418465705,111368.92232932367,12553,-0.6684338948721208
Ford,Mondeo,1.8,Petrol,2015,21686,28747,10671.473455469377,112525.01002941963,14956,0.9086494988220989
VW,Polo,1.2,Petrol,2003,113229,4117,10361.781497383605,113511.21642291694,14906,-0.5915653932947184
Ford,Focus,2.0,Petrol,2009,55732,16738,10671.473455469377,112525.01002941963,14956,0.17718053254394794
VW,Golf,1.4,Petrol,2020,30789,28490,10361.781497383605,113511.21642291694,14906,0.8929956122092682
VW,Passat,1.8,Diesel,1999,90045,7110,10361.781497383605,113511.21642291694,14906,-0.40926156982311324
VW,Passat,1.4,Diesel,1994,223090,1508,10361.781497383605,113511.21642291694,14906,-0.7504797519440394
VW,Passat,1.4,Diesel,1997,156793,3276,10361.781497383605,113511.21642291694,14906,-0.6427907576581062
Ford,Focus,1.4,Petrol,2007,55666,12261,10671.473455469377,112525.01002941963,14956,-0.09551382685544267
BMW,X3,3.0,Petrol,2015,35563,40097,24431.679089444,112858.0471394037,4964,1.5999787325015904
Toyota,Yaris,1.4,Hybrid,1987,258526,595,14341.099418465705,111368.92232932367,12553,-0.8060906409616054
Ford,Focus,1.6,Diesel,1992,249419,1059,10671.473455469377,112525.01002941963,14956,-0.7778283709680122
Ford,Focus,1.8,Petrol,2006,124647,7972,10671.473455469377,112525.01002941963,14956,-0.3567570941022567
VW,Golf,1.4,Petrol,2016,38848,20814,10361.781497383605,113511.21642291694,14906,0.42544995602215124
Ford,Mondeo,1.8,Diesel,1993,109786,3905,10671.473455469377,112525.01002941963,14956,-0.6044783269986876
Ford,Fiesta,1.2,Petrol,1993,108772,2129,10671.473455469377,112525.01002941963,14956,-0.7126546018017518
Toyota,Yaris,1.2,Hybrid,1987,224973,750,14341.099418465705,111368.92232932367,12553,-0.796649580942194
Toyota,RAV4,2.0,Hybrid,2011,104956,19940,14341.099418465705,111368.92232932367,12553,0.37221455952559834
Ford,Fiesta,1.4,Petrol,1995,201219,1229,10671.473455469377,112525.01002941963,14956,-0.7674736599789801
Toyota,RAV4,1.8,Hybrid,1998,168222,4808,14341.099418465705,111368.92232932367,12553,-0.5494765386275352
VW,Polo,1.2,Petrol,1998,154250,2132,10361.781497383605,113511.21642291694,14906,-0.7124718716078277
Ford,Focus,2.0,Diesel,2004,176771,5042,10671.473455469377,112525.01002941963,14956,-0.5352235835014558
Ford,Mondeo,1.8,Diesel,2006,115938,8869,10671.473455469377,112525.01002941963,14956,-0.3021207661189524
Toyota,RAV4,2.2,Hybrid,1993,182975,3358,14341.099418465705,111368.92232932367,12553,-0.6377961323575143
Toyota,Yaris,1.0,Petrol,2011,65582,10132,14341.099418465705,111368.92232932367,12553,-0.22519135447690852
Ford,Focus,1.6,Hybrid,2003,122171,7527,10671.473455469377,112525.01002941963,14956,-0.38386207286766405
Ford,Focus,2.0,Petrol,1993,146793,2962,10671.473455469377,112525.01002941963,14956,-0.6619165179554948
Ford,Mondeo,1.4,Diesel,1993,177565,1994,10671.473455469377,112525.01002941963,14956,-0.720877460528336
Ford,Fiesta,1.4,Petrol,2004,147486,3538,10671.473455469377,112525.01002941963,14956,-0.6268323207220686
Ford,Fiesta,1.4,Hybrid,1998,87417,4500,10671.473455469377,112525.01002941963,14956,-0.5682368385370756
Ford,Focus,1.6,Petrol,2001,179940,3422,10671.473455469377,112525.01002941963,14956,-0.6338978882204669
Ford,Mondeo,2.0,Diesel,1997,182658,2979,10671.473455469377,112525.01002941963,14956,-0.6608810468565915
VW,Polo,1.2,Petrol,2012,65182,10544,10361.781497383605,113511.21642291694,14906,-0.20009640784466617
Ford,Focus,1.6,Diesel,2013,74518,18140,10671.473455469377,112525.01002941963,14956,0.26257644317114154
Ford,Mondeo,1.6,Diesel,2015,58766,22790,10671.473455469377,112525.01002941963,14956,0.5458082437534882
BMW,Z4,2.2,Petrol,2000,153329,5183,24431.679089444,112858.0471394037,4964,-0.5266352643870233
Ford,Mondeo,2.0,Diesel,2016,18057,34696,10671.473455469377,112525.01002941963,14956,1.2710034733735787
VW,Golf,1.4,Petrol,2018,29851,25069,10361.781497383605,113511.21642291694,14906,0.6846222810711589
BMW,M5,4.0,Petrol,2002,176350,11871,24431.679089444,112858.0471394037,4964,-0.11926875206557497
Toyota,Prius,1.8,Hybrid,2018,34016,41152,14341.099418465705,111368.92232932367,12553,1.6642388506982304
Toyota,RAV4,1.8,Hybrid,1984,245635,952,14341.099418465705,111368.92232932367,12553,-0.7843457478846382
Toyota,Yaris,1.2,Hybrid,2010,103145,9584,14341.099418465705,111368.92232932367,12553,-0.25857006990037645
Toyota,Prius,1.4,Hybrid,1999,159404,4152,14341.099418465705,111368.92232932367,12553,-0.5894335410322705
Toyota,Yaris,1.4,Petrol,2019,18842,27097,14341.099418465705,111368.92232932367,12553,0.8081478921638469
BMW,Z4,2.4,Petrol,2014,57696,27890,24431.679089444,112858.0471394037,4964,0.8564495734244492
Toyota,Prius,1.4,Hybrid,1999,79841,7633,14341.099418465705,111368.92232932367,12553,-0.37740560601567935
Ford,Fiesta,1.2,Petrol,2014,59742,12162,10671.473455469377,112525.01002941963,14956,-0.10154392325493779
Toyota,Yaris,1.2,Hybrid,2014,51225,17839,14341.099418465705,111368.92232932367,12553,0.2442425137140907
VW,Polo,1.6,Petrol,1991,241482,719,10361.781497383605,113511.21642291694,14906,-0.7985377929460762
VW,Golf,1.4,Diesel,2018,17262,28240,10361.781497383605,113511.21642291694,14906,0.8777680960489269
BMW,X3,2.4,Diesel,2011,59777,24841,24431.679089444,112858.0471394037,4964,0.6707347863329276
VW,Polo,1.2,Petrol,2013,74127,10618,10361.781497383605,113511.21642291694,14906,-0.1955890630612052
Ford,Mondeo,2.0,Diesel,2003,113730,7783,10671.473455469377,112525.01002941963,14956,-0.36826909631947463
Ford,Mondeo,1.6,Diesel,1995,155220,2939,10671.473455469377,112525.01002941963,14956,-0.6633174494422461
VW,Passat,1.6,Diesel,2011,54263,18979,10361.781497383605,113511.21642291694,14906,0.31367998740524666
Ford,Focus,1.4,Hybrid,2020,21338,42933,10671.473455469377,112525.01002941963,14956,1.7727196758245012
VW,Polo,1.6,Petrol,1997,171288,1997,10361.781497383605,113511.21642291694,14906,-0.7206947303344119
BMW,Z4,2.4,Petrol,1991,230668,1515,24431.679089444,112858.0471394037,4964,-0.7500533814915498
Toyota,Yaris,1.2,Hybrid,2015,50167,19195,14341.099418465705,111368.92232932367,12553,0.3268365613677815
VW,Golf,2.0,Diesel,2000,176095,3263,10361.781497383605,113511.21642291694,14906,-0.643582588498444
VW,Passat,1.8,Petrol,1986,355814,272,10361.781497383605,113511.21642291694,14906,-0.8257645918407663
Toyota,RAV4,2.0,Hybrid,1998,278813,1873,14341.099418465705,111368.92232932367,12553,-0.7282475783499411
Ford,Mondeo,1.4,Diesel,1998,166576,3055,10671.473455469377,112525.01002941963,14956,-0.6562518819438479
Toyota,Yaris,1.0,Petrol,2011,25836,12922,14341.099418465705,111368.92232932367,12553,-0.05525227412750047
Porsche,911,3.5,Petrol,2020,18194,135496,29103.764660789573,111638.253737064,2609,7.4107379892231595
VW,Golf,1.4,Petrol,1997,113243,3537,10361.781497383605,113511.21642291694,14906,-0.62689323078671
VW,Passat,2.0,Diesel,2019,17538,44899,10361.781497383605,113511.21642291694,14906,1.8924688629094246
Ford,Focus,1.0,Petrol,1984,316171,249,10671.473455469377,112525.01002941963,14956,-0.8271655233275177
BMW,Z4,2.2,Petrol,1992,189237,2243,24431.679089444,112858.0471394037,4964,-0.7057108544326361
Toyota,Yaris,1.4,Hybrid,1996,107729,3934,14341.099418465705,111368.92232932367,12553,-0.6027119351240882
Toyota,Prius,1.0,Hybrid,2003,174240,4044,14341.099418465705,111368.92232932367,12553,-0.5960118280135379
VW,Passat,2.0,Petrol,1997,173458,3243,10361.781497383605,113511.21642291694,14906,-0.6448007897912712
VW,Passat,1.6,Diesel,2003,167448,4780,10361.781497383605,113511.21642291694,14906,-0.5511820204374934
VW,Polo,1.6,Petrol,2012,44708,13863,10361.781497383605,113511.21642291694,14906,0.002064096700023887
Toyota,Prius,1.4,Hybrid,2011,76315,17404,14341.099418465705,111368.92232932367,12553,0.21774663559509697
BMW,Z4,3.0,Petrol,2018,24149,49801,24431.679089444,112858.0471394037,4964,2.191049999781395
VW,Golf,1.2,Diesel,2013,82856,12461,10361.781497383605,113511.21642291694,14906,-0.08333181392716969
Toyota,RAV4,1.8,Hybrid,2013,86798,24646,14341.099418465705,111368.92232932367,12553,0.6588573237278615
Ford,Fiesta,1.2,Diesel,2018,25696,20487,10671.473455469377,112525.01002941963,14956,0.4055323648844249
BMW,X3,2.0,Diesel,2000,157024,5284,24431.679089444,112858.0471394037,4964,-0.5204833478582455
Toyota,Prius,1.4,Hybrid,2014,32410,28058,14341.099418465705,111368.92232932367,12553,0.8666824642841985
BMW,X3,3.0,Petrol,1997,182568,4067,24431.679089444,112858.0471394037,4964,-0.5946108965267866
BMW,Z4,2.4,Petrol,1994,204107,2350,24431.679089444,112858.0471394037,4964,-0.6991934775160101
Toyota,Prius,1.0,Hybrid,2008,90799,10886,14341.099418465705,111368.92232932367,12553,-0.1792651657373194
Toyota,RAV4,2.2,Hybrid,2016,38389,45608,14341.099418465705,111368.92232932367,12553,1.9356540987401523
Ford,Fiesta,1.2,Diesel,2020,26448,23310,10671.473455469377,112525.01002941963,14956,0.577481477366998
VW,Polo,1.0,Petrol,1991,120339,1599,10361.781497383605,113511.21642291694,14906,-0.7449369360616751
VW,Golf,1.4,Petrol,2019,30451,26705,10361.781497383605,113511.21642291694,14906,0.7842711468244318
Toyota,Prius,1.0,Hybrid,2015,46037,23369,14341.099418465705,111368.92232932367,12553,0.5810751711808385
VW,Polo,2.0,Petrol,2006,159605,4489,10361.781497383605,113511.21642291694,14906,-0.5689068492481306
Toyota,Prius,1.8,Hybrid,2019,41986,41955,14341.099418465705,111368.92232932367,12553,1.7131496326052464
Toyota,RAV4,2.4,Hybrid,1997,101392,8818,14341.099418465705,111368.92232932367,12553,-0.30522717941566196
Porsche,911,3.5,Petrol,1994,139539,10455,29103.764660789573,111638.253737064,2609,-0.20551740359774764
Toyota,Yaris,1.0,Petrol,2014,68296,12155,14341.099418465705,111368.92232932367,12553,-0.10197029370742734
Ford,Fiesta,1.0,Petrol,2020,18050,21233,10671.473455469377,112525.01002941963,14956,0.4509712731068831
Toyota,Yaris,1.2,Hybrid,2000,105897,4821,14341.099418465705,111368.92232932367,12553,-0.5486847077871975
Ford,Mondeo,1.4,Diesel,2005,140395,6042,10671.473455469377,112525.01002941963,14956,-0.47431351886009093
VW,Polo,1.4,Petrol,1996,208523,1264,10361.781497383605,113511.21642291694,14906,-0.7653418077165324
Toyota,Yaris,1.0,Petrol,2004,20230,8361,14341.099418465705,111368.92232932367,12553,-0.33306307895676573
VW,Golf,1.2,Hybrid,2016,34387,23742,10361.781497383605,113511.21642291694,14906,0.6037946252920676
Toyota,RAV4,2.4,Hybrid,2011,25469,36784,14341.099418465705,111368.92232932367,12553,1.3981836883447485
BMW,X3,2.0,Petrol,2009,106868,13617,24431.679089444,112858.0471394037,4964,-0.012919779201751875
Porsche,718 Cayman,2.0,Petrol,2003,124013,9228,29103.764660789573,111638.253737064,2609,-0.2802540529127024
Ford,Mondeo,1.8,Diesel,2013,53767,21840,10671.473455469377,112525.01002941963,14956,0.4879436823441916
Porsche,Cayenne,2.6,Petrol,2002,107023,13261,29103.764660789573,111638.253737064,2609,-0.03460376221407778
Ford,Mondeo,1.4,Hybrid,2002,154687,5033,10671.473455469377,112525.01002941963,14956,-0.5357717740832281
VW,Passat,1.8,Diesel,2006,154341,6908,10361.781497383605,113511.21642291694,14906,-0.4215654028806689
Ford,Fiesta,1.4,Petrol,1995,136729,2117,10671.473455469377,112525.01002941963,14956,-0.7133855225774481
Toyota,Yaris,1.2,Petrol,2007,113405,6056,14341.099418465705,111368.92232932367,12553,-0.4734607779551118
VW,Passat,2.0,Diesel,2000,197282,3385,10361.781497383605,113511.21642291694,14906,-0.6361515606121975
Toyota,Yaris,1.4,Petrol,1989,216376,834,14341.099418465705,111368.92232932367,12553,-0.7915331355123193
VW,Polo,1.4,Petrol,2006,118082,5234,10361.781497383605,113511.21642291694,14906,-0.5235288510903138
VW,Polo,1.4,Petrol,2014,36517,15563,10361.781497383605,113511.21642291694,14906,0.1056112065903442
Ford,Focus,1.8,Petrol,2012,51371,19936,10671.473455469377,112525.01002941963,14956,0.37197091926703285
Porsche,718 Cayman,2.0,Petrol,2005,156398,8132,29103.764660789573,111638.253737064,2609,-0.3470114837596383
VW,Passat,2.0,Diesel,1989,179409,1898,10361.781497383605,113511.21642291694,14906,-0.726724826733907
VW,Polo,1.2,Petrol,1999,206573,1455,10361.781497383605,113511.21642291694,14906,-0.7537079853700317
Ford,Mondeo,2.0,Diesel,2019,22981,41243,10671.473455469377,112525.01002941963,14956,1.6697816665805947
Toyota,RAV4,2.4,Hybrid,2004,156771,9114,14341.099418465705,111368.92232932367,12553,-0.28719780028181796
Ford,Focus,1.6,Petrol,1995,185187,2193,10671.473455469377,112525.01002941963,14956,-0.7087563576647044
BMW,M5,5.0,Petrol,2008,110047,33777,24431.679089444,112858.0471394037,4964,1.2150271239681643
Toyota,Prius,1.8,Hybrid,2009,57372,19575,14341.099418465705,111368.92232932367,12553,0.34998238593150016
VW,Polo,1.0,Petrol,2010,81379,7551,10361.781497383605,113511.21642291694,14906,-0.3824002313162713
Ford,Fiesta,1.0,Hybrid,2008,98514,6841,10671.473455469377,112525.01002941963,14956,-0.4256463772116404
BMW,M5,4.0,Petrol,1998,168231,9741,24431.679089444,112858.0471394037,4964,-0.24900718975168218
VW,Golf,1.6,Petrol,1992,159371,1877,10361.781497383605,113511.21642291694,14906,-0.7280039380913756
Toyota,RAV4,2.2,Hybrid,2007,130891,13137,14341.099418465705,111368.92232932367,12553,-0.042156610229607025
Ford,Mondeo,2.0,Diesel,2000,159973,4409,10671.473455469377,112525.01002941963,14956,-0.5737796544194398
Toyota,Prius,1.0,Hybrid,2008,90071,10942,14341.099418465705,111368.92232932367,12553,-0.17585420211740296
Ford,Focus,1.6,Petrol,2017,64741,24077,10671.473455469377,112525.01002941963,14956,0.6241994969469249
VW,Golf,2.0,Hybrid,2010,58982,17664,10361.781497383605,113511.21642291694,14906,0.23358325240185182
Toyota,Yaris,1.0,Hybrid,1997,135793,2862,14341.099418465705,111368.92232932367,12553,-0.6680075244196313
VW,Passat,1.4,Diesel,2008,90878,11359,10361.781497383605,113511.21642291694,14906,-0.1504547051619538
Toyota,Yaris,1.2,Hybrid,2002,103123,5623,14341.099418465705,111368.92232932367,12553,-0.4998348359448228
Ford,Mondeo,2.0,Petrol,2003,60644,10772,10671.473455469377,112525.01002941963,14956,-0.18620891310643498
VW,Passat,1.4,Petrol,2001,193495,2980,10361.781497383605,113511.21642291694,14906,-0.6608201367919502
VW,Passat,1.4,Diesel,2022,3510,49398,10361.781497383605,113511.21642291694,14906,2.166503243730925
